id,name,host_id,host_since,host_total_listings_count,latitude,longitude,neighbourhood_cleansed,property_type,room_type,square_feet,price,review_scores_rating,z_score
5898283,Cozy and Private Room in Amazing Location,8015823,2013-08-07,1,19.409000000000002,-99.16933,Cuauhtémoc,Apartment,Private room,,477.0,73.0,-0.18386197752506753
5901010,QUIET 2 Qn beds prvte bthrm Condesa,10917267,2013-12-30,52,19.41518,-99.1763,Cuauhtémoc,Apartment,Private room,,568.0,85.0,-0.1621261967643392
5901714,Fresh & cozy room in Condesa !,24810079,2014-12-14,3,19.40705,-99.17078000000001,Cuauhtémoc,Apartment,Private room,,591.0,95.0,-0.15663253789074855
5905624,Quiet room PRIVATE bathrm @ Condes,10917267,2013-12-30,52,19.41349,-99.17623,Cuauhtémoc,House,Private room,,545.0,88.0,-0.1676198556379299
5905923,One of a kind loft+terrace great location,1291491,2011-10-14,1,19.403270000000003,-99.18276,Miguel Hidalgo,Apartment,Entire home/apt,,1290.0,97.0,0.010326920919681135
5910275,Dble Bedroom PVTE Bathroom CONDESA,10917267,2013-12-30,52,19.41228,-99.17778,Cuauhtémoc,Apartment,Private room,,523.0,90.0,-0.17287465977788619
5910426,Queen bed Nice view PVTE bathroom,10917267,2013-12-30,52,19.413220000000003,-99.17863,Cuauhtémoc,Apartment,Private room,,715.0,78.0,-0.12701455092008576
5910528,Pvte Bathroom Queen Bed @ CONDESA,10917267,2013-12-30,52,19.413710000000002,-99.17716,Cuauhtémoc,Apartment,Private room,,545.0,94.0,-0.1676198556379299
5917455,Bedroom with Private Bathroom for Women- Reforma,23583123,2014-11-10,2,19.43127,-99.16197,Cuauhtémoc,Apartment,Private room,,500.0,100.0,-0.17836831865147687
5917802,"PERFECT LOCATION, ZONA ROSA STUDIO",1288063,2011-10-13,11,19.42626,-99.16614,Cuauhtémoc,Apartment,Entire home/apt,,1561.0,98.0,0.07505655373459735
5919067,Cool & Stylish STUDIO in Zona Rosa,1288063,2011-10-13,11,19.425710000000002,-99.16526999999999,Cuauhtémoc,Apartment,Entire home/apt,,1296.0,99.0,0.011760049321487399
5919245,Zona Rosa Urban Studio,1288063,2011-10-13,11,19.424879999999998,-99.16552,Cuauhtémoc,Apartment,Entire home/apt,,1177.0,98.0,-0.01666366398100349
5927451,linda casa ,30703024,2015-04-06,1,19.42833,-99.176,Miguel Hidalgo,House,Entire home/apt,,2000.0,,0.17991378180008896
5928953,Exquisite Apartment,30782764,2015-04-07,3,19.421789999999998,-99.20397,Miguel Hidalgo,Apartment,Entire home/apt,,6575.0,96.0,1.2726741881773647
5947889,Hostel Airport Mexico DF,253786,2010-10-05,1,19.440739999999998,-99.07901,Venustiano Carranza,Guesthouse,Entire home/apt,,535.0,89.0,-0.17000840297427366
5948504,"Amazing apart in Condesa, Famous Chilaquil corner",12407066,2014-02-20,9,19.40795,-99.17734,Cuauhtémoc,Apartment,Entire home/apt,,523.0,89.0,-0.17287465977788619
5955186,Eclectic Style @RomaNorte Pad Blending Old and New,7881001,2013-08-01,2,19.4233,-99.1614,Cuauhtémoc,Apartment,Entire home/apt,,1477.0,94.0,0.054992756109309676
5958345,Beautiful 1920´s apartment ,30922332,2015-04-09,1,19.41161,-99.16744,Cuauhtémoc,Apartment,Private room,,409.0,,-0.2001040994122052
5959907,Estrena departamento en la Napoles,30927193,2015-04-09,1,19.39116,-99.17845,Benito Juárez,Apartment,Entire home/apt,,1159.0,98.0,-0.020963049186422278
5969182,ﾒｷｼｺｼﾃｨのﾎｽﾃﾙ,28190065,2015-02-22,2,19.4392,-99.15420999999999,Cuauhtémoc,Guesthouse,Private room,,520.0,93.0,-0.17359122397878932
5970802,Deportivo Inclan Pool party and BBQ,30236528,2015-03-29,39,19.47225,-99.18271,Azcapotzalco,Villa,Entire home/apt,,3967.0,,0.6497410428589089
5975769,"Park view, market and sunlight",15314962,2014-05-09,2,19.40173,-99.17862,Miguel Hidalgo,Apartment,Entire home/apt,,1109.0,98.0,-0.03290578586814114
5999967,Room+Roof+Kitchen+WiFi,31147942,2015-04-13,1,19.29014,-99.13731999999999,Tlalpan,House,Private room,,669.0,,-0.1380018686672671
6004682,Exclusive appartment,29688563,2015-03-20,1,19.41785,-99.22455,Miguel Hidalgo,Apartment,Entire home/apt,,1250.0,,0.0007727315743060468
6025798,Prvte Rm Patio 2 Queen beds Condesa,10917267,2013-12-30,52,19.41187,-99.17719,Cuauhtémoc,Apartment,Private room,,500.0,86.0,-0.17836831865147687
6025951,Located Room PRVTE Bathrm Condesa,10917267,2013-12-30,52,19.41176,-99.17805,Cuauhtémoc,Apartment,Private room,,542.0,95.0,-0.16833641983883302
6026377,PRVT Patio 2 Tween beds PFT Condesa,10917267,2013-12-30,52,19.41195,-99.17728000000001,Cuauhtémoc,Apartment,Private room,,409.0,90.0,-0.2001040994122052
6026506,QUIET Room Perfect Location Condesa,10917267,2013-12-30,52,19.41209,-99.17668,Cuauhtémoc,Apartment,Private room,,500.0,80.0,-0.17836831865147687
6026652,Big House @ Condesa for 30 Guest,10917267,2013-12-30,52,19.41212,-99.17801999999999,Cuauhtémoc,House,Entire home/apt,,11319.0,82.0,2.4058010445388502
6036541,Sweet studio,6604619,2013-05-27,2,19.26782,-99.16799999999999,Tlalpan,House,Entire home/apt,,579.0,93.0,-0.15949879469436107
6043968,2 bedrooms apt. near Anzures / Polanco,31366280,2015-04-16,3,19.44254,-99.17473000000001,Miguel Hidalgo,Apartment,Private room,,339.0,95.0,-0.2168239307666116
6044222,Nice apartment 1 block from Reforma,4990675,2013-02-06,1,19.42961,-99.15865,Cuauhtémoc,Apartment,Private room,,659.0,98.0,-0.14039041600361088
6044877,"Live La Rome, Mexico City",26804107,2015-01-27,3,19.422420000000002,-99.16474000000001,Cuauhtémoc,Apartment,Entire home/apt,,1591.0,98.0,0.08222219574362867
6045231,1C - Suite Flores de San Angel  - 1BR/1BA Double,6890179,2013-06-13,14,19.35259,-99.19126999999999,Álvaro Obregón,Apartment,Entire home/apt,,803.0,95.0,-0.10599533436026057
6052413,Habitacion de lujo,31406860,2015-04-17,1,19.369979999999998,-99.17789,Benito Juárez,Apartment,Private room,,424.0,98.0,-0.19652127840768954
6052941,Cosy little house,30980758,2015-04-10,1,19.40213,-99.15831999999999,Benito Juárez,Apartment,Entire home/apt,,588.0,96.0,-0.15734910209165168
6065186,Amplia Habitación en col condesa,31480563,2015-04-18,1,19.41473,-99.17644,Cuauhtémoc,Apartment,Private room,,341.0,100.0,-0.21634622129934283
6066232,AUTÓDROMO Y AEROPUERTO HABITACIÓN C/BAÑO PRIVADO,4157866,2012-11-15,2,19.41542,-99.08652,Venustiano Carranza,House,Entire home/apt,,334.0,99.0,-0.21801820443478348
6075076,Great located cozy room for one,20629876,2014-08-27,2,19.424889999999998,-99.17724,Miguel Hidalgo,Apartment,Private room,,624.0,99.0,-0.14875033168081409
6075172,Great Private Room for TWO w/Bath!,2276120,2012-05-02,1,19.40075,-99.18092,Miguel Hidalgo,Apartment,Private room,,545.0,85.0,-0.1676198556379299
6075482,Cozy 2pax bedroom in modern loft,6853004,2013-06-11,1,19.41111,-99.18437,Miguel Hidalgo,Apartment,Private room,,747.0,100.0,-0.11937119944378569
6076798,Nova House,31426842,2015-04-17,1,19.441570000000002,-99.10928,Venustiano Carranza,House,Shared room,,201.0,96.0,-0.24978588400815566
6087805,Col.Nápoles,31594220,2015-04-20,1,19.39282,-99.17564,Benito Juárez,Apartment,Private room,,611.0,,-0.151855443218061
6090688,Sunny & Big Kingsize Bedroom @ La Mansion,7682248,2013-07-23,20,19.408479999999997,-99.16328,Cuauhtémoc,House,Private room,,636.0,97.0,-0.14588407487720156
6092122,""" El Rincón""  en La Condesa",31351127,2015-04-16,2,19.412370000000003,-99.17997,Cuauhtémoc,Apartment,Entire home/apt,,867.0,98.0,-0.09070863140766043
6094264,En Coyoacan/increíbles amenidades,31626973,2015-04-20,1,19.365289999999998,-99.16254,Benito Juárez,Apartment,Entire home/apt,,2497.0,95.0,0.2986245844163744
6103192,Apto. en el Centro de Tlalpan,31667805,2015-04-21,3,19.2945,-99.16553,Tlalpan,House,Entire home/apt,,513.0,93.0,-0.17526320711422996
6103915,CONDESA beautiful private room.,31671464,2015-04-21,2,19.413439999999998,-99.17465,Cuauhtémoc,House,Private room,,682.0,96.0,-0.13489675713002022
6104309,Private room in the new buzzing neighborhood,17584098,2014-07-03,1,19.427329999999998,-99.15687,Cuauhtémoc,Apartment,Private room,,341.0,,-0.21634622129934283
6114798,Luxury Apartment close to Santa Fe,15219834,2014-05-07,26,19.40511,-99.24161,Miguel Hidalgo,Apartment,Entire home/apt,,1560.0,95.0,0.07481769900096298
6121160,BEAUTIFUL APARTMENT IN ROMA NORTE,7838265,2013-07-31,16,19.42013,-99.17011,Cuauhtémoc,Apartment,Entire home/apt,,996.0,96.0,-0.059896370768825764
6126644,AMAZING & COMPLETE STUDIO IN ROMA NORTE,7838265,2013-07-31,16,19.42013,-99.17011,Cuauhtémoc,Apartment,Entire home/apt,,910.0,98.0,-0.0804378778613822
6130472,Luminoso y cómodo cuarto matrimonial en Coyoacán!,30015441,2015-03-25,3,19.34186,-99.13441999999999,Coyoacán,Apartment,Private room,,197.0,93.0,-0.25074130294269315
6130916,Cómodo y moderno espacio al sur de la ciudad!,30015441,2015-03-25,3,19.34016,-99.13579,Coyoacán,Apartment,Private room,,201.0,80.0,-0.24978588400815566
6134902,Habitación amplia con baño propio,31822143,2015-04-23,1,19.410429999999998,-99.23963,Miguel Hidalgo,House,Private room,,372.0,99.0,-0.20894172455667714
6144126,Precioso y céntrico Departamento Condesa CDMX,31775476,2015-04-23,1,19.41487,-99.17815999999999,Cuauhtémoc,Apartment,Private room,,568.0,95.0,-0.1621261967643392
6145442,Private Room in La Condesa,24337471,2014-11-30,1,19.40864,-99.17038000000001,Cuauhtémoc,Apartment,Private room,,591.0,97.0,-0.15663253789074855
6167430,Pet friendly 2 rooms with terrace in Condesa,28769770,2015-03-04,2,19.43225,-99.1325,Cuauhtémoc,Apartment,Entire home/apt,,702.0,,-0.13011966245733267
6179013,Best place nearby Condesa!,31880881,2015-04-24,2,19.40682,-99.18547,Miguel Hidalgo,Apartment,Shared room,,453.0,90.0,-0.1895944911322926
6180294,Loft amueblado c toque moderno en Condesa Cdmx.,32056756,2015-04-27,2,19.412470000000003,-99.17178,Cuauhtémoc,Apartment,Entire home/apt,,796.0,97.0,-0.1076673174957012
6186221,Exquisite Apartment in Virreyes,30782764,2015-04-07,3,19.42191,-99.20439,Miguel Hidalgo,Apartment,Entire home/apt,,2942.0,96.0,0.4049149408836723
6187947,Habitación cerca de la UNAM y de metro copilcoD1_1,32096832,2015-04-28,5,19.33794,-99.17268,Coyoacán,Apartment,Private room,,245.0,93.0,-0.23927627572824306
6196014,"Coyoacán, UNAM, Plaza Oasis.",28970090,2015-03-08,3,19.34335,-99.1733,Coyoacán,Apartment,Entire home/apt,,1003.0,97.0,-0.058224387633385125
6204678,House near Condesa & metro for Foro Sol+Autodromo,29969396,2015-03-25,1,19.40545,-99.1794,Miguel Hidalgo,House,Entire home/apt,,611.0,97.0,-0.151855443218061
6205510,Polanco near Antara 1 Bed 1.5 Bath,20687100,2014-08-29,5,19.4417,-99.20204,Miguel Hidalgo,Apartment,Entire home/apt,,2218.0,98.0,0.2319841137323832
6214515,Art Deco in Condesa Queen,12910391,2014-03-07,3,19.412470000000003,-99.1753,Cuauhtémoc,House,Private room,,1591.0,100.0,0.08222219574362867
6248762,APT I - 2BR/2BATH IN ROMA/CONDESA,14539706,2014-04-21,5,19.41771,-99.17031999999999,Cuauhtémoc,Apartment,Entire home/apt,,1296.0,95.0,0.011760049321487399
6261413,REFORMA - Brand new 3BR @ Rio Danubio,15052513,2014-05-03,9,19.43055,-99.16861,Cuauhtémoc,Apartment,Entire home/apt,,3068.0,96.0,0.43501063732160383
6261421,Modern & beautiful private room DF,18343884,2014-07-18,2,19.43148,-99.15358,Cuauhtémoc,Apartment,Private room,,702.0,99.0,-0.13011966245733267
6263633,Cozy House Apartment,32551014,2015-05-04,1,19.34269,-99.18207,Coyoacán,Apartment,Entire home/apt,,1749.0,,0.11996124365786028
6272639,Cozy room in Condesa  @CasaNuevoLeon /22,30541688,2015-04-03,12,19.41147,-99.1715,Cuauhtémoc,Boutique hotel,Private room,,3159.0,98.0,0.45674641808233213
6276593,Functional apartment great location,15607965,2014-05-16,2,19.38281,-99.18073000000001,Benito Juárez,Apartment,Entire home/apt,,1115.0,91.0,-0.031472657466334875
6287517,Cozy and convenient in Condesa,32685771,2015-05-05,2,19.40737,-99.17286,Cuauhtémoc,Apartment,Entire home/apt,,1091.0,94.0,-0.03720517107355993
6290047,THE BEST PLACE AND LOCATION,29270203,2015-03-13,3,19.407020000000003,-99.17385999999999,Cuauhtémoc,Apartment,Private room,,758.0,100.0,-0.11674379737380754
6303943,Casa con dos dormitorios compartido,8539814,2013-08-30,9,19.41779,-99.17133000000001,Cuauhtémoc,Hostel,Shared room,,250.0,90.0,-0.23808200206007116
6305519,City Center - The Tower - With private terrace,3285196,2012-08-16,10,19.43375,-99.13829,Cuauhtémoc,Loft,Entire home/apt,,1477.0,95.0,0.054992756109309676
6311568,Apartment with spectacular view,32833650,2015-05-07,3,19.42981,-99.21124,Miguel Hidalgo,Apartment,Entire home/apt,,2674.0,100.0,0.3409018722696592
6312611,Sala de estar en DF,32080835,2015-04-27,1,19.42016,-99.15262,Cuauhtémoc,Apartment,Shared room,,205.0,,-0.24883046507361814
6313366,Independent loft,1497087,2011-12-12,10,19.41386,-99.17581,Cuauhtémoc,Loft,Entire home/apt,,796.0,91.0,-0.1076673174957012
6315462,Cozy room in Condesa  @CasaNuevoLeon /3,30541688,2015-04-03,12,19.412029999999998,-99.17274,Cuauhtémoc,Boutique hotel,Private room,,3294.0,94.0,0.4889918071229731
6315619,Cozy room in Condesa  @CasaNuevoLeon /5,30541688,2015-04-03,12,19.41113,-99.17121,Cuauhtémoc,Boutique hotel,Private room,,3294.0,96.0,0.4889918071229731
6316038,Cozy room in Condesa  @CasaNuevoLeon /4,30541688,2015-04-03,12,19.41018,-99.17191,Cuauhtémoc,Boutique hotel,Private room,,3159.0,93.0,0.45674641808233213
6316575,Hermoso Departamento Estilo Mexicano,32789732,2015-05-06,5,19.34328,-99.17071,Coyoacán,Guest suite,Entire home/apt,,736.0,93.0,-0.12199860151376384
6322409,El lugar perfecto como en tu casa,27288834,2015-02-05,1,19.38547,-99.14818000000001,Benito Juárez,Apartment,Private room,,646.0,,-0.1434955275408578
6326606,"APARTMENT IN VINTAGE HOME, ROMA/CONDESA!",7609684,2013-07-20,6,19.41571,-99.16617,Cuauhtémoc,Apartment,Entire home/apt,,1341.0,97.0,0.022508512335034373
6328012,Hospital 20 de noviembre  Universidad Panamericana,32836143,2015-05-07,2,19.37121,-99.17491,Benito Juárez,Apartment,Private room,,328.0,94.0,-0.21945133283658974
6333180,Departamento San Miguel 6 personas,26303769,2015-01-18,3,19.40854,-99.18888000000001,Miguel Hidalgo,Apartment,Entire home/apt,,1003.0,92.0,-0.058224387633385125
6336348,Una gran recamara en casa preciosa,32989732,2015-05-09,2,19.31925,-99.13424,Coyoacán,House,Private room,,557.0,,-0.16475359883431737
6345035,Vast serviced apartment in elegant neighbour,33045842,2015-05-10,1,19.42381,-99.22418,Miguel Hidalgo,Condominium,Entire home/apt,,602.0,96.0,-0.15400513582077038
6348394,Beautifull and Bright apartment in Narvarte,33072032,2015-05-10,3,19.39734,-99.14749,Benito Juárez,Apartment,Entire home/apt,,996.0,,-0.059896370768825764
6348697,Private BR in great neighborhood!,33071705,2015-05-10,2,19.29184,-99.13853,Tlalpan,House,Private room,,223.0,92.0,-0.24453107986819936
6357196,PENTHOUSE DF ZONA TRANQUI CENTRICA,33113790,2015-05-11,1,19.38756,-99.15002,Benito Juárez,House,Private room,,500.0,,-0.17836831865147687
6360655,Wohnmobil motorhome RV autocaravana,23118539,2014-10-29,1,19.276870000000002,-99.14321,Tlalpan,Camper/RV,Entire home/apt,,1495.0,,0.059292141314728465
6363020,"SUNNY, NICE  &  NEAR FROM METRO. En remodelación",232907,2010-09-13,3,19.422060000000002,-99.10019,Venustiano Carranza,House,Private room,,557.0,100.0,-0.16475359883431737
6371825,Habitación con balcón en la colonia Roma,33139126,2015-05-11,1,19.41476,-99.15866,Cuauhtémoc,Apartment,Private room,,409.0,97.0,-0.2001040994122052
6375397,A Room In A Fun Apartment.,33225174,2015-05-12,1,19.41506,-99.15409,Cuauhtémoc,Apartment,Private room,,5909.0,,1.1135969355768693
6384748,Suite Room in Condesa @CasaNuevoLeon /1,30541688,2015-04-03,12,19.411929999999998,-99.17311,Cuauhtémoc,Boutique hotel,Private room,,3159.0,94.0,0.45674641808233213
6391102,Amazing Flat with enormous deck in DOWNTOWN,33320503,2015-05-13,1,19.42933,-99.14707,Cuauhtémoc,Apartment,Private room,,390.0,,-0.20464233935125836
6400161,Cozy room in Condesa  @CasaNuevoLeon /2,30541688,2015-04-03,12,19.41116,-99.17114000000001,Cuauhtémoc,Boutique hotel,Private room,,3159.0,100.0,0.45674641808233213
6402830,Cool & lovely Apmt @Colonia Roma Main Street,33390107,2015-05-14,3,19.4184,-99.16311999999999,Cuauhtémoc,Apartment,Entire home/apt,,1841.0,93.0,0.14193587915222297
6404543,"Top location, Mexican Style!!! Cozy",33402865,2015-05-14,2,19.3485,-99.19458,Álvaro Obregón,House,Private room,,357.0,99.0,-0.2125245455611928
6415338,Near UNAM: in the heart of Coyoacan Room A,23738038,2014-11-14,4,19.344829999999998,-99.15935999999999,Coyoacán,House,Private room,,415.0,100.0,-0.19867097101039893
6423314,Hermoso departamento en de Coyoacan,23631774,2014-11-11,1,19.355970000000003,-99.17867,Álvaro Obregón,Apartment,Private room,,602.0,,-0.15400513582077038
6426861,Polanco Masaryk best corner spot,3675629,2012-09-25,16,19.4307,-99.19131999999999,Miguel Hidalgo,Apartment,Entire home/apt,,2898.0,97.0,0.3944053326037597
6436662,"Fully equipped apartment, Colonia Del Valle",33601122,2015-05-17,1,19.388289999999998,-99.16247,Benito Juárez,Condominium,Entire home/apt,,700.0,96.0,-0.1305973719246014
6437128,Polanco/Angel Independencia Suite,33604448,2015-05-17,4,19.43076,-99.17339,Miguel Hidalgo,Apartment,Entire home/apt,,883.0,95.0,-0.0868869556695104
6445861,"Hab privadas o compartidas, Zona de Hospitales",33653635,2015-05-18,6,19.2897,-99.17015,Tlalpan,House,Shared room,,201.0,97.0,-0.24978588400815566
6448063,"Elegant 1 or 2 BR apt., views, in Historic Center",1297488,2011-10-16,1,19.43325,-99.13859000000001,Cuauhtémoc,Apartment,Entire home/apt,,2727.0,100.0,0.3535611731522812
6449199,"Bueno, bonito, accesible y ubicado!",5231606,2013-02-26,1,19.4224,-99.15238000000001,Cuauhtémoc,Apartment,Entire home/apt,,796.0,90.0,-0.1076673174957012
6450184,Tu hogar en medio de la gran ciudad,33678341,2015-05-18,1,19.41057,-99.17039,Cuauhtémoc,House,Private room,,750.0,93.0,-0.11865463524288256
6450912,Eclectic 2BD near Cibeles Circle,19854362,2014-08-11,1,19.42194,-99.1685,Cuauhtémoc,Apartment,Entire home/apt,,591.0,,-0.15663253789074855
6463070,Lindo departamento en la Roma Norte,33751961,2015-05-19,1,19.4174,-99.16301,Cuauhtémoc,Other,Private room,,796.0,100.0,-0.1076673174957012
6465057,Villas Kabala,33700358,2015-05-19,2,19.36469,-99.22286,Álvaro Obregón,Apartment,Entire home/apt,,818.0,,-0.1024125133557449
6466064,Habitación amueblada de lujo,33773664,2015-05-19,1,19.38458,-99.17914,Benito Juárez,House,Private room,,758.0,,-0.11674379737380754
6467721,private bedroom,27859744,2015-02-16,1,19.363960000000002,-99.17149,Benito Juárez,Condominium,Private room,,612.0,90.0,-0.1516165884844266
6467794,"Roma, Comfortable & great located",30799204,2015-04-07,2,19.42089,-99.17133000000001,Cuauhtémoc,Apartment,Entire home/apt,,905.0,98.0,-0.0816321515295541
6475335,Céntrico cuarto con baño y cocina (A3),33828926,2015-05-20,2,19.39237,-99.19365,Álvaro Obregón,House,Private room,,197.0,96.0,-0.25074130294269315
6475857,Tropical relax gem apt. Independent BR w/small BA,19956335,2014-08-13,2,19.402260000000002,-99.16852,Cuauhtémoc,Apartment,Private room,,339.0,100.0,-0.2168239307666116
6479574,"The Palms, Col Roma, Mexico´s heart",33853380,2015-05-20,3,19.42097,-99.1565,Cuauhtémoc,House,Entire home/apt,,3409.0,96.0,0.5164601014909264
6479896,Visit Parque México from a Chic Home in Hipódromo Condesa,15430674,2014-05-12,2,19.41464,-99.16672,Cuauhtémoc,Apartment,Entire home/apt,,1796.0,98.0,0.13118741613867602
6493626,Habitación en Lomas de Chapultepec.,33940810,2015-05-21,1,19.41301,-99.21478,Miguel Hidalgo,Apartment,Private room,,455.0,,-0.18911678166502383
6493807,POLANCO RIGHT AT THE HEART OF DOWNTOWN MEXICO CITY,33942203,2015-05-21,1,19.44115,-99.19986999999999,Miguel Hidalgo,Condominium,Entire home/apt,,1765.0,98.0,0.12378291939601031
6494908,Habitación Cama Matrimonial / Room at Nápoles,20510347,2014-08-25,3,19.39738,-99.17473000000001,Benito Juárez,Apartment,Private room,,249.0,98.0,-0.23832085679370554
6502078,A really spacious room at La Roma!,11798947,2014-01-30,3,19.40625,-99.16394,Cuauhtémoc,Apartment,Private room,,364.0,98.0,-0.21085256242575218
6503996,Beautiful house in Coyoacan,16726438,2014-06-12,1,19.342010000000002,-99.16363,Coyoacán,House,Entire home/apt,,4546.0,,0.7880379336332133
6512041,Quiet and private room in Polanco!,34045895,2015-05-23,3,19.4346,-99.20808000000001,Miguel Hidalgo,Apartment,Private room,,975.0,97.0,-0.06491232017514768
6513820,Comfortable Room in City Towers,23076514,2014-10-28,1,19.442610000000002,-99.20156999999999,Miguel Hidalgo,Apartment,Private room,,588.0,87.0,-0.15734910209165168
6516200,Tu hogar en medio de la gran ciudad,33678341,2015-05-18,1,19.410610000000002,-99.17166999999999,Cuauhtémoc,House,Private room,,750.0,88.0,-0.11865463524288256
6527571,Place in Condesa in the Chilaquil corner,12407066,2014-02-20,9,19.40861,-99.17784,Cuauhtémoc,Apartment,Entire home/apt,,659.0,94.0,-0.14039041600361088
6533850,Spacious loft with private bathroom and kitchen,34171966,2015-05-25,3,19.34635,-99.16565,Coyoacán,House,Entire home/apt,,803.0,98.0,-0.10599533436026057
6541442,LOCATION & COMFORT IN SANTA FE,24168308,2014-11-25,1,19.35742,-99.28325,Cuajimalpa de Morelos,Apartment,Entire home/apt,,1783.0,100.0,0.1280823046014291
6545002,Cuarto tipo estudio en Tlatelolco,34233756,2015-05-25,1,19.45382,-99.14631,Cuauhtémoc,Apartment,Private room,,317.0,100.0,-0.2220787349065679
6551205,Tu hogar en medio de la gran ciudad,33678341,2015-05-18,1,19.40815,-99.17197,Cuauhtémoc,House,Private room,,750.0,97.0,-0.11865463524288256
6569588,lovely 1bd apt MEXICO CITY,22721445,2014-10-19,1,19.36364,-99.17858000000001,Álvaro Obregón,Apartment,Entire home/apt,,1449.0,80.0,0.04830482356754711
6572854,Gorgeous room in Mexico City South,34377738,2015-05-27,1,19.31046,-99.22365,Tlalpan,Apartment,Private room,,981.0,94.0,-0.06347919177334142
6573034,Mi casa es tu casa. Espacious 2 bedroom apartment,33392864,2015-05-14,2,19.41668,-99.15886,Cuauhtémoc,Apartment,Entire home/apt,,1318.0,98.0,0.017014853461443696
6573928,Room for student near schools area,34383377,2015-05-27,1,19.27315,-99.12201,Xochimilco,House,Private room,,245.0,80.0,-0.23927627572824306
6575423,Near Zona rosa,34391935,2015-05-27,1,19.42686,-99.15746,Cuauhtémoc,Apartment,Private room,,205.0,90.0,-0.24883046507361814
6586075,Modern Urban Loft,34450358,2015-05-28,1,19.42085,-99.14180999999999,Cuauhtémoc,Loft,Private room,,260.0,93.0,-0.23569345472372738
6590396,Tu hogar en medio de la gran ciudad,33678341,2015-05-18,1,19.410439999999998,-99.16986,Cuauhtémoc,House,Private room,,715.0,88.0,-0.12701455092008576
6590992,Rento dos habitaciones en  hermosa casa antigua,34480686,2015-05-28,1,19.38559,-99.15972,Benito Juárez,House,Private room,,334.0,,-0.21801820443478348
6602612,Sunny Apartment in Roma Norte.,10058455,2013-11-16,1,19.41561,-99.16124,Cuauhtémoc,Apartment,Entire home/apt,,4546.0,,0.7880379336332133
6607407,Cozy room in great house Del Valle,30734336,2015-04-06,2,19.3853,-99.16486,Benito Juárez,House,Private room,,201.0,70.0,-0.24978588400815566
6611525,"Apartment in Polanco, Mexico City",3078335,2012-07-27,1,19.431079999999998,-99.20395,Miguel Hidalgo,Apartment,Entire home/apt,,2273.0,100.0,0.24512112408227393
6612821,"Depa Sorpréndete Super Location, Parking",34603504,2015-05-30,4,19.4296,-99.16104,Cuauhtémoc,Loft,Entire home/apt,,705.0,94.0,-0.12940309825642954
6628277,Penthouse. One Block from Reforma W/Terrace,1171970,2011-09-17,3,19.432679999999998,-99.15368000000001,Cuauhtémoc,Apartment,Entire home/apt,,1991.0,86.0,0.17776408919737957
6637551,Beautiful room in Condesa !,24810079,2014-12-14,3,19.40723,-99.17296999999999,Cuauhtémoc,Apartment,Private room,,591.0,96.0,-0.15663253789074855
6646524,"Amueblado, renta meses completos",34057930,2015-05-23,1,19.39387,-99.26021,Cuajimalpa de Morelos,Apartment,Private room,,646.0,,-0.1434955275408578
6647682,Departamento equipado con vista increible de CdMx,34705160,2015-06-01,1,19.47097,-99.16072,Azcapotzalco,Condominium,Entire home/apt,,981.0,98.0,-0.06347919177334142
6653555,Stardom spot in Roma Norte.,29834379,2015-03-23,1,19.42276,-99.15968000000001,Cuauhtémoc,Apartment,Entire home/apt,,1591.0,99.0,0.08222219574362867
6657676,Private peaceful room in 1920s flat,6730190,2013-06-04,5,19.40304,-99.18451,Miguel Hidalgo,Apartment,Private room,,357.0,97.0,-0.2125245455611928
6659183,Ideally-Located Room in 1930s flat Condesa,3404421,2012-08-28,1,19.4105,-99.16906999999999,Cuauhtémoc,Apartment,Private room,,1000.0,,-0.058940951834288255
6661138,Beautiful loft in the best location,19201934,2014-07-30,1,19.4277,-99.17011,Cuauhtémoc,Apartment,Entire home/apt,,2297.0,100.0,0.250853637689499
6661195,CONDESA ROOM,34779198,2015-06-01,1,19.41254,-99.17506,Cuauhtémoc,Guest suite,Private room,,303.0,97.0,-0.22542270117744917
6662809,Single Room in Cool Condesa Apartm.,23637377,2014-11-11,2,19.40953,-99.17064,Cuauhtémoc,Apartment,Private room,,523.0,96.0,-0.17287465977788619
6685151,Great Location! Entire Apartment!! <3,7675363,2013-07-23,2,19.40269,-99.16708,Cuauhtémoc,Apartment,Entire home/apt,,905.0,97.0,-0.0816321515295541
6686157,Room in cozy friendly mexican house,34788691,2015-06-01,1,19.397000000000002,-99.17371,Benito Juárez,House,Private room,,650.0,,-0.14254010860632027
6687737,beautiful rooms in a vintage apartment,18259367,2014-07-17,4,19.41357,-99.18339,Miguel Hidalgo,Apartment,Private room,,611.0,94.0,-0.151855443218061
6688619,Beautiful Apt. very well located.,35008491,2015-06-04,1,19.41524,-99.15826,Cuauhtémoc,Apartment,Entire home/apt,,750.0,88.0,-0.11865463524288256
6691146,CHAPULTEPEC REFORMA CONDESA ROMA,10917267,2013-12-30,52,19.42057,-99.17616,Cuauhtémoc,Apartment,Entire home/apt,,1293.0,88.0,0.011043485120584267
6703898,Moderno y amplio depto. en el corazón de la Roma,35092099,2015-06-05,1,19.41571,-99.16313000000001,Cuauhtémoc,Apartment,Entire home/apt,,7046.0,100.0,1.3851747677191564
6705120,Small Roof Department Private,29940140,2015-03-24,6,19.34261,-99.17237,Coyoacán,House,Private room,,201.0,100.0,-0.24978588400815566
